TimeStamp,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,RH2M,WD10M,WS10M,PS,PRECTOTCORR
2021-01-11 14:00:00+00:00,2021,1,11,14,918.02,404.5,19.13,40.25,275.68,7.93,100.31,0
2021-01-11 15:00:00+00:00,2021,1,11,15,728.93,320.17,18.26,41.81,275.8,8.35,100.32,0
2021-01-11 16:00:00+00:00,2021,1,11,16,526.17,229.05,17.23,44.56,274.37,8.58,100.32,0
2021-01-11 17:00:00+00:00,2021,1,11,17,295.19,125.83,15.96,49.12,272.22,8.65,100.32,0
2021-01-11 18:00:00+00:00,2021,1,11,18,82.6,32.73,14.27,57.31,270.69,8.52,100.33,0
2021-01-11 19:00:00+00:00,2021,1,11,19,0,0,12.66,68.5,269.29,7.93,100.33,0
2021-01-11 20:00:00+00:00,2021,1,11,20,0,0,11.94,75.5,264.85,7.46,100.3,0
2021-01-11 21:00:00+00:00,2021,1,11,21,0,0,11.69,78.62,258.89,6.81,100.23,0
2021-01-11 22:00:00+00:00,2021,1,11,22,0,0,11.59,80.75,250.28,6,100.15,0
2021-01-11 23:00:00+00:00,2021,1,11,23,0,0,11.61,79.75,241.76,5.52,100.07,0
2021-01-12 00:00:00+00:00,2021,1,12,0,0,0,11.51,75.88,237.11,5.36,100.01,0
2021-01-12 01:00:00+00:00,2021,1,12,1,0,0,11.26,68.31,234.04,5.43,99.97,0
2021-01-12 02:00:00+00:00,2021,1,12,2,0,0,10.85,62.69,231.8,5.47,99.95,0
2021-01-12 03:00:00+00:00,2021,1,12,3,0,0,10.34,63.19,229.59,5.4,99.96,0
2021-01-12 04:00:00+00:00,2021,1,12,4,0,0,9.81,67.88,227.69,5.23,100,0
2021-01-12 05:00:00+00:00,2021,1,12,5,98.84,39.02,10.36,67.38,226.64,5.74,100.03,0
2021-01-12 06:00:00+00:00,2021,1,12,6,317.98,134.02,12.37,56.69,226.21,5.9,100.04,0
2021-01-12 07:00:00+00:00,2021,1,12,7,549.06,236.02,15.03,47.69,230,5.22,100.02,0
2021-01-12 08:00:00+00:00,2021,1,12,8,753.34,327.9,17.65,40.81,242.14,4.46,100,0
2021-01-12 09:00:00+00:00,2021,1,12,9,934.85,408.2,19.89,33.62,259.43,4.47,99.98,0
2021-01-12 10:00:00+00:00,2021,1,12,10,1036.82,461.98,21.34,29.5,274.48,4.85,99.97,0
2021-01-12 11:00:00+00:00,2021,1,12,11,1064.42,474.95,21.9,28.25,281.17,5.3,99.97,0
2021-01-12 12:00:00+00:00,2021,1,12,12,1070.12,477.67,21.99,27.88,284.56,5.75,99.96,0
2021-01-12 13:00:00+00:00,2021,1,12,13,1034.51,459.58,21.53,28.75,286.45,6.35,99.97,0
2021-01-12 14:00:00+00:00,2021,1,12,14,901.91,395.58,20.68,30.44,285.61,6.78,99.98,0
2021-01-12 15:00:00+00:00,2021,1,12,15,737.91,322.45,19.65,32.69,281.45,6.78,99.98,0
2021-01-12 16:00:00+00:00,2021,1,12,16,530.8,229.75,18.62,35.44,277.95,6.66,99.98,0
2021-01-12 17:00:00+00:00,2021,1,12,17,295.35,124.92,17.25,40.06,275.33,6.72,100,0
2021-01-12 18:00:00+00:00,2021,1,12,18,85.88,33.55,15.37,48.19,271.49,6.76,100.03,0
2021-01-12 19:00:00+00:00,2021,1,12,19,0,0,13.57,59.38,267.8,6.48,100.07,0
2021-01-12 20:00:00+00:00,2021,1,12,20,0,0,12.62,68.31,266.13,6.2,100.12,0
2021-01-12 21:00:00+00:00,2021,1,12,21,0,0,11.98,75.94,265.91,5.81,100.11,0
2021-01-12 22:00:00+00:00,2021,1,12,22,0,0,11.55,81.25,264.6,5.45,100.08,0
2021-01-12 23:00:00+00:00,2021,1,12,23,0,0,11.3,84.69,260.55,5.03,100.02,0
2021-01-13 00:00:00+00:00,2021,1,13,0,0,0,11.09,87.75,255.11,4.69,99.95,0
2021-01-13 01:00:00+00:00,2021,1,13,1,0,0,10.93,89.75,253.66,4.48,99.92,0
2021-01-13 02:00:00+00:00,2021,1,13,2,0,0,10.61,90.94,250.91,4.29,99.9,0
2021-01-13 03:00:00+00:00,2021,1,13,3,0,0,10.51,90.5,248.57,4.05,99.94,0
2021-01-13 04:00:00+00:00,2021,1,13,4,0,0,10.23,91.75,243.35,3.65,100,0
2021-01-13 05:00:00+00:00,2021,1,13,5,90.47,36.48,10.8,88.31,237.99,3.54,100.05,0
2021-01-13 06:00:00+00:00,2021,1,13,6,303.77,129.83,12.33,74.69,236.59,3.13,100.1,0
2021-01-13 07:00:00+00:00,2021,1,13,7,531.44,231.83,14.28,64.06,249.23,2.49,100.13,0
2021-01-13 08:00:00+00:00,2021,1,13,8,739.62,325.58,16.02,57.69,274.46,2.34,100.14,0
2021-01-13 09:00:00+00:00,2021,1,13,9,920.23,406.52,17.37,52.06,292.05,3.03,100.15,0
2021-01-13 10:00:00+00:00,2021,1,13,10,1007.71,449.48,18.12,49.88,300.5,3.84,100.15,0
2021-01-13 11:00:00+00:00,2021,1,13,11,1051.3,473.48,18.54,48.81,301.53,4.51,100.12,0
2021-01-13 12:00:00+00:00,2021,1,13,12,1058.12,476.6,18.65,48.5,301.48,5.19,100.08,0
2021-01-13 13:00:00+00:00,2021,1,13,13,1006.57,448.52,18.44,48.88,299.08,5.86,100.06,0
2021-01-13 14:00:00+00:00,2021,1,13,14,912.12,403.48,18.05,49.62,295.25,6.29,100.04,0
2021-01-13 15:00:00+00:00,2021,1,13,15,730.28,321.45,17.43,51.75,290.75,6.57,100.03,0
2021-01-13 16:00:00+00:00,2021,1,13,16,525.32,228.85,16.67,55.06,285.66,6.72,100.02,0
2021-01-13 17:00:00+00:00,2021,1,13,17,297.14,126.33,15.57,60.88,280.28,6.78,100.02,0
2021-01-13 18:00:00+00:00,2021,1,13,18,81.4,32.12,14.32,67.38,274.56,6.52,100.05,0
2021-01-13 19:00:00+00:00,2021,1,13,19,0,0,13.14,75.06,272.59,6.31,100.07,0
2021-01-13 20:00:00+00:00,2021,1,13,20,0,0,12.51,80.69,269.72,6.42,100.1,0
2021-01-13 21:00:00+00:00,2021,1,13,21,0,0,12.12,84.81,264.79,6.3,100.08,0
2021-01-13 22:00:00+00:00,2021,1,13,22,0,0,11.75,88.19,258.43,6.22,100.04,0
2021-01-13 23:00:00+00:00,2021,1,13,23,0,0,11.4,90.69,253.76,6.15,99.96,0
2021-01-14 00:00:00+00:00,2021,1,14,0,0,0,11.05,92.62,251.05,5.89,99.87,0
2021-01-14 01:00:00+00:00,2021,1,14,1,0,0,10.73,94.06,249.59,5.52,99.82,0.01
2021-01-14 02:00:00+00:00,2021,1,14,2,0,0,10.45,95.12,249.09,5.18,99.79,0.01
2021-01-14 03:00:00+00:00,2021,1,14,3,0,0,10.18,96.19,247.78,4.76,99.8,0.01
2021-01-14 04:00:00+00:00,2021,1,14,4,0,0,9.87,97.12,245.43,4.38,99.82,0.01
2021-01-14 05:00:00+00:00,2021,1,14,5,83.8,33.65,10.65,90.69,245.75,4.75,99.86,0
2021-01-14 06:00:00+00:00,2021,1,14,6,297.56,127.12,12.31,78.69,250.61,4.75,99.88,0
2021-01-14 07:00:00+00:00,2021,1,14,7,525.41,229.5,14.23,68.69,260.84,4.45,99.89,0
2021-01-14 08:00:00+00:00,2021,1,14,8,732.16,323.4,15.86,61.81,270.31,4.53,99.9,0
2021-01-14 09:00:00+00:00,2021,1,14,9,889.01,394.38,17.18,56.56,276.36,5.12,99.91,0
2021-01-14 10:00:00+00:00,2021,1,14,10,855.14,389.12,17.94,53.94,280.95,5.59,99.93,0
2021-01-14 11:00:00+00:00,2021,1,14,11,1040.95,471.73,18.19,53.31,287.37,6.09,99.96,0
2021-01-14 12:00:00+00:00,2021,1,14,12,1038.26,472,17.85,54.56,291.9,7.05,99.98,0
2021-01-14 13:00:00+00:00,2021,1,14,13,1023.2,459.5,17.37,56.75,290.67,7.75,100.01,0
2021-01-14 14:00:00+00:00,2021,1,14,14,896.75,404.73,17.01,58.31,287.1,7.83,100.03,0
2021-01-14 15:00:00+00:00,2021,1,14,15,713.77,319.27,16.63,59.69,283.04,7.55,100.04,0
2021-01-14 16:00:00+00:00,2021,1,14,16,511.84,227.48,16.08,62.31,279.27,7.5,100.04,0
2021-01-14 17:00:00+00:00,2021,1,14,17,285.36,124.48,15.24,66.69,275.08,7.51,100.05,0
2021-01-14 18:00:00+00:00,2021,1,14,18,77.76,31.6,14.15,72.62,269.14,7.19,100.06,0
2021-01-14 19:00:00+00:00,2021,1,14,19,0,0,13.14,80.31,265.31,6.6,100.08,0
2021-01-14 20:00:00+00:00,2021,1,14,20,0,0,12.61,85.88,260.14,6.16,100.09,0
2021-01-14 21:00:00+00:00,2021,1,14,21,0,0,12.3,89.19,253.37,5.63,100.07,0
2021-01-14 22:00:00+00:00,2021,1,14,22,0,0,12.02,91.19,248.77,5.07,100.04,0
2021-01-14 23:00:00+00:00,2021,1,14,23,0,0,11.81,92.31,245.42,4.64,100.01,0
2021-01-15 00:00:00+00:00,2021,1,15,0,0,0,11.66,93.19,245.66,4.75,99.97,0
2021-01-15 01:00:00+00:00,2021,1,15,1,0,0,11.61,93.81,243.73,4.91,99.94,0.01
2021-01-15 02:00:00+00:00,2021,1,15,2,0,0,11.64,94.19,237.62,4.83,99.91,0.02
2021-01-15 03:00:00+00:00,2021,1,15,3,0,0,11.71,94.56,230.87,4.61,99.92,0.02
2021-01-15 04:00:00+00:00,2021,1,15,4,0,0,11.73,95.69,229.28,4.34,99.95,0.02
2021-01-15 05:00:00+00:00,2021,1,15,5,66,27.35,12.65,91.69,232.8,4.95,99.99,0.02
2021-01-15 06:00:00+00:00,2021,1,15,6,247.52,109.35,14.4,84.31,239.78,5.15,100.01,0.01
2021-01-15 07:00:00+00:00,2021,1,15,7,452.1,202.27,16.39,75.56,247.38,5.62,100.03,0.01
2021-01-15 08:00:00+00:00,2021,1,15,8,577.41,260.75,17.97,67.94,257.49,5.86,100.04,0.01
2021-01-15 09:00:00+00:00,2021,1,15,9,775.23,350.75,19.16,61.38,265.61,6.33,100.04,0
2021-01-15 10:00:00+00:00,2021,1,15,10,920.8,417.6,19.75,56.75,271.95,6.95,100.05,0
2021-01-15 11:00:00+00:00,2021,1,15,11,1024.52,468.85,19.77,54.44,274.47,7.73,100.07,0
2021-01-15 12:00:00+00:00,2021,1,15,12,1031.61,471.48,19.66,52.56,273.04,8.06,100.06,0
2021-01-15 13:00:00+00:00,2021,1,15,13,1012.72,457.55,19.54,50.94,271.69,8.23,100.04,0
2021-01-15 14:00:00+00:00,2021,1,15,14,881.71,393.95,19.15,51.25,270.67,8.63,100.04,0
2021-01-15 15:00:00+00:00,2021,1,15,15,721.52,320.48,18.38,53.56,268.72,9.04,100.04,0
2021-01-15 16:00:00+00:00,2021,1,15,16,523.34,229.83,17.53,56.12,265.73,9.15,100.02,0
2021-01-15 17:00:00+00:00,2021,1,15,17,293.86,125.95,16.68,59.25,263.39,8.81,100,0
2021-01-15 18:00:00+00:00,2021,1,15,18,83.17,32.75,15.44,65.56,262.98,8.25,100,0
2021-01-15 19:00:00+00:00,2021,1,15,19,0,0,14.06,74.94,262.91,7.81,100.02,0
2021-01-15 20:00:00+00:00,2021,1,15,20,0,0,13.29,80.69,260.18,7.71,100.02,0
2021-01-15 21:00:00+00:00,2021,1,15,21,0,0,12.9,82.62,255.8,7.54,100,0
2021-01-15 22:00:00+00:00,2021,1,15,22,0,0,12.81,81,249,7.46,99.98,0
2021-01-15 23:00:00+00:00,2021,1,15,23,0,0,12.77,78.06,240.24,7.03,99.95,0
2021-01-16 00:00:00+00:00,2021,1,16,0,0,0,12.76,74.88,233.76,6.91,99.93,0
2021-01-16 01:00:00+00:00,2021,1,16,1,0,0,12.51,74.56,233.68,6.82,99.91,0
2021-01-16 02:00:00+00:00,2021,1,16,2,0,0,11.98,78.62,236.35,6.92,99.89,0
2021-01-16 03:00:00+00:00,2021,1,16,3,0,0,11.4,84.12,236.93,7,99.93,0
2021-01-16 04:00:00+00:00,2021,1,16,4,0,0,10.84,88.88,236.68,6.92,99.98,0
2021-01-16 05:00:00+00:00,2021,1,16,5,82.03,32.33,11.19,86.44,233.74,7.67,100.01,0
2021-01-16 06:00:00+00:00,2021,1,16,6,302.17,128.1,12.91,73.75,231.63,8.23,100.04,0
2021-01-16 07:00:00+00:00,2021,1,16,7,531.63,230.35,15.34,58.38,233.8,7.77,100.05,0
2021-01-16 08:00:00+00:00,2021,1,16,8,733.36,321.17,17.6,47.31,239.21,7.18,100.04,0
2021-01-16 09:00:00+00:00,2021,1,16,9,896.21,393.8,19.62,38.81,247.46,6.98,100.02,0
2021-01-16 10:00:00+00:00,2021,1,16,10,1030.27,458.73,21.19,33.56,256.08,7.02,100,0
2021-01-16 11:00:00+00:00,2021,1,16,11,1056.45,472.48,22.2,31,263.64,7.32,99.97,0
2021-01-16 12:00:00+00:00,2021,1,16,12,1057.33,472.85,22.76,30.31,268.2,7.69,99.93,0
2021-01-16 13:00:00+00:00,2021,1,16,13,1012.48,447.45,22.85,31.12,270.85,8.17,99.91,0
2021-01-16 14:00:00+00:00,2021,1,16,14,920.94,404.33,22.48,33.06,271.24,8.77,99.91,0
2021-01-16 15:00:00+00:00,2021,1,16,15,732.1,320.95,21.82,35.75,269.88,8.98,99.91,0
2021-01-16 16:00:00+00:00,2021,1,16,16,527.62,229.42,21.05,38.88,268.05,8.81,99.9,0
2021-01-16 17:00:00+00:00,2021,1,16,17,294.33,125.25,19.73,44.44,266.41,8.62,99.91,0
2021-01-16 18:00:00+00:00,2021,1,16,18,76.87,30.52,17.44,55.12,266.12,7.77,99.94,0
2021-01-16 19:00:00+00:00,2021,1,16,19,0,0,15.28,67.44,261.45,6.98,100,0
2021-01-16 20:00:00+00:00,2021,1,16,20,0,0,14.33,73.5,254.66,6.1,100.04,0
2021-01-16 21:00:00+00:00,2021,1,16,21,0,0,14.05,74.44,245.74,5.41,100.05,0
2021-01-16 22:00:00+00:00,2021,1,16,22,0,0,14.11,72.19,238.22,4.81,100.04,0
2021-01-16 23:00:00+00:00,2021,1,16,23,0,0,14.05,70.19,239.8,4.54,100.02,0
2021-01-17 00:00:00+00:00,2021,1,17,0,0,0,13.75,71,245.91,4.99,99.97,0
2021-01-17 01:00:00+00:00,2021,1,17,1,0,0,13.17,74.81,247.78,5.58,99.92,0
2021-01-17 02:00:00+00:00,2021,1,17,2,0,0,12.49,80.25,246.55,6.01,99.9,0
2021-01-17 03:00:00+00:00,2021,1,17,3,0,0,11.96,84.94,242.2,5.91,99.92,0
2021-01-17 04:00:00+00:00,2021,1,17,4,0,0,11.4,88.81,234.36,5.03,99.93,0
2021-01-17 05:00:00+00:00,2021,1,17,5,77.66,30.75,11.77,87,235.46,5.42,99.95,0
2021-01-17 06:00:00+00:00,2021,1,17,6,295.74,126.92,13.47,77.75,237.59,6.27,100,0
2021-01-17 07:00:00+00:00,2021,1,17,7,520.55,228.58,15.87,65.56,234.39,5.82,100.01,0
2021-01-17 08:00:00+00:00,2021,1,17,8,720.28,319.27,18.42,54.12,236.94,5.49,99.98,0
2021-01-17 09:00:00+00:00,2021,1,17,9,909.62,403,20.76,45.19,247.35,5.5,99.95,0
2021-01-17 10:00:00+00:00,2021,1,17,10,994.76,446.62,22.5,39.19,259.45,5.69,99.9,0
2021-01-17 11:00:00+00:00,2021,1,17,11,1039.22,470.7,23.63,34.94,268.12,6.18,99.83,0
2021-01-17 12:00:00+00:00,2021,1,17,12,1040.99,471.38,24.08,33.12,273.67,6.91,99.77,0
2021-01-17 13:00:00+00:00,2021,1,17,13,1020.66,457.12,23.9,33.38,275.71,7.63,99.75,0
2021-01-17 14:00:00+00:00,2021,1,17,14,884.91,393.48,23.3,35.06,275.51,8.14,99.74,0
2021-01-17 15:00:00+00:00,2021,1,17,15,720.41,319.23,22.49,37.44,273.48,8.33,99.73,0
2021-01-17 16:00:00+00:00,2021,1,17,16,522.51,229.52,21.49,40.88,272.31,8.24,99.71,0
2021-01-17 17:00:00+00:00,2021,1,17,17,289.69,124.62,19.86,47.56,271.8,8.12,99.7,0
2021-01-17 18:00:00+00:00,2021,1,17,18,72.81,29.4,17.32,59.81,270.44,7.65,99.71,0
2021-01-17 19:00:00+00:00,2021,1,17,19,0,0,15.25,71.94,264.83,6.85,99.71,0
2021-01-17 20:00:00+00:00,2021,1,17,20,0,0,14.46,76.81,256.15,5.83,99.72,0
2021-01-17 21:00:00+00:00,2021,1,17,21,0,0,14.38,76.06,239,5.09,99.7,0
2021-01-17 22:00:00+00:00,2021,1,17,22,0,0,14.9,70.19,229.62,4.72,99.67,0
2021-01-17 23:00:00+00:00,2021,1,17,23,0,0,15.19,65.81,230.76,4.15,99.62,0
2021-01-18 00:00:00+00:00,2021,1,18,0,0,0,15.02,65.81,235.07,4.06,99.57,0
2021-01-18 01:00:00+00:00,2021,1,18,1,0,0,14.45,69.56,237.86,4.05,99.52,0
2021-01-18 02:00:00+00:00,2021,1,18,2,0,0,13.74,74.5,237.1,3.92,99.48,0
2021-01-18 03:00:00+00:00,2021,1,18,3,0,0,13.16,78.69,235.32,3.62,99.49,0
2021-01-18 04:00:00+00:00,2021,1,18,4,0,0,12.7,82.31,234.8,3.18,99.52,0
2021-01-18 05:00:00+00:00,2021,1,18,5,76.39,30.35,13.31,79.94,233.04,3.09,99.57,0
2021-01-18 06:00:00+00:00,2021,1,18,6,288.01,124.48,14.65,73.44,230,2.51,99.61,0
2021-01-18 07:00:00+00:00,2021,1,18,7,515.73,227.15,17.3,60.25,231.65,2.17,99.62,0
2021-01-18 08:00:00+00:00,2021,1,18,8,698.65,311.3,20.19,48.25,252.43,1.45,99.61,0
2021-01-18 09:00:00+00:00,2021,1,18,9,852.96,382.42,22.23,41.69,294.97,1.7,99.59,0
2021-01-18 10:00:00+00:00,2021,1,18,10,998.04,450.95,23.04,39.94,312.03,2.76,99.58,0
2021-01-18 11:00:00+00:00,2021,1,18,11,1003.86,459.48,22.76,41.62,316.49,3.95,99.57,0
2021-01-18 12:00:00+00:00,2021,1,18,12,1008.72,461.98,22.02,44.5,314.21,4.73,99.57,0
2021-01-18 13:00:00+00:00,2021,1,18,13,968.65,439.25,21.4,46.56,309.9,4.94,99.57,0
2021-01-18 14:00:00+00:00,2021,1,18,14,889.22,402.02,20.99,47.75,304.69,4.85,99.57,0
2021-01-18 15:00:00+00:00,2021,1,18,15,699.6,314.08,20.71,48.44,299.49,4.57,99.58,0
2021-01-18 16:00:00+00:00,2021,1,18,16,495.5,220.95,20.36,49.38,294.74,4.28,99.57,0
2021-01-18 17:00:00+00:00,2021,1,18,17,270.78,118.45,19.64,51.88,291.17,3.99,99.56,0
2021-01-18 18:00:00+00:00,2021,1,18,18,74.75,30.33,18.09,58.62,290.08,3.59,99.58,0
2021-01-18 19:00:00+00:00,2021,1,18,19,0,0,16.03,70.12,288.42,3,99.6,0
2021-01-18 20:00:00+00:00,2021,1,18,20,0,0,14.83,78.19,281.58,2.31,99.65,0
2021-01-18 21:00:00+00:00,2021,1,18,21,0,0,14.18,82.69,266.52,1.54,99.64,0
2021-01-18 22:00:00+00:00,2021,1,18,22,0,0,13.89,84.69,228.85,1.17,99.63,0
2021-01-18 23:00:00+00:00,2021,1,18,23,0,0,13.71,85.5,221.25,1.44,99.59,0
2021-01-19 00:00:00+00:00,2021,1,19,0,0,0,13.48,86.56,235.85,1.92,99.55,0
2021-01-19 01:00:00+00:00,2021,1,19,1,0,0,13.33,87.88,241.78,2.41,99.51,0
2021-01-19 02:00:00+00:00,2021,1,19,2,0,0,13.34,88.44,240.61,2.25,99.49,0
2021-01-19 03:00:00+00:00,2021,1,19,3,0,0,13.22,89.69,236.42,1.89,99.53,0
2021-01-19 04:00:00+00:00,2021,1,19,4,0,0,12.9,92.19,232.07,1.52,99.58,0
2021-01-19 05:00:00+00:00,2021,1,19,5,42.11,17.58,13.16,91.12,221.81,1.15,99.65,0
2021-01-19 06:00:00+00:00,2021,1,19,6,127.65,57.65,14.05,86.06,162.83,0.32,99.71,0
2021-01-19 07:00:00+00:00,2021,1,19,7,249.42,115,15.75,77.19,50.85,1.05,99.75,0
2021-01-19 08:00:00+00:00,2021,1,19,8,368.98,172.67,17.46,69.31,39.14,2.16,99.79,0
2021-01-19 09:00:00+00:00,2021,1,19,9,559.67,262.7,18.12,66.31,28.33,3.11,99.83,0
2021-01-19 10:00:00+00:00,2021,1,19,10,657.83,310.05,18.08,66.62,18.62,3.71,99.88,0
2021-01-19 11:00:00+00:00,2021,1,19,11,668.72,317.55,17.9,67.44,12.17,3.81,99.9,0
2021-01-19 12:00:00+00:00,2021,1,19,12,709.38,336.58,18.02,66.81,8.67,3.54,99.91,0
2021-01-19 13:00:00+00:00,2021,1,19,13,714.51,333.62,18.19,66.06,7.32,3.27,99.91,0
2021-01-19 14:00:00+00:00,2021,1,19,14,586.52,270.8,18.19,65.69,7.41,3.02,99.91,0
2021-01-19 15:00:00+00:00,2021,1,19,15,438.81,201.65,17.98,66.12,8.38,2.81,99.92,0
2021-01-19 16:00:00+00:00,2021,1,19,16,288.53,130.8,17.63,67.12,4.51,2.59,99.91,0
2021-01-19 17:00:00+00:00,2021,1,19,17,150.47,66.48,17.08,69.5,353.22,2.35,99.91,0
2021-01-19 18:00:00+00:00,2021,1,19,18,37.84,15.95,15.72,75.88,337.57,2.46,99.92,0
2021-01-19 19:00:00+00:00,2021,1,19,19,0,0,14.32,83.38,321.28,2.45,99.93,0
2021-01-19 20:00:00+00:00,2021,1,19,20,0,0,13.71,87.12,298.01,2.19,99.96,0
2021-01-19 21:00:00+00:00,2021,1,19,21,0,0,13.44,89.12,269.4,1.98,99.94,0
2021-01-19 22:00:00+00:00,2021,1,19,22,0,0,13.49,89.25,245.15,1.94,99.91,0
2021-01-19 23:00:00+00:00,2021,1,19,23,0,0,13.55,89.25,240.74,2.14,99.81,0
2021-01-20 00:00:00+00:00,2021,1,20,0,0,0,13.43,90.06,244.9,2.52,99.71,0
2021-01-20 01:00:00+00:00,2021,1,20,1,0,0,13.18,91.31,248.87,2.92,99.62,0
2021-01-20 02:00:00+00:00,2021,1,20,2,0,0,12.83,93,249.48,3.26,99.56,0
2021-01-20 03:00:00+00:00,2021,1,20,3,0,0,12.51,94,248.43,3.31,99.53,0
2021-01-20 04:00:00+00:00,2021,1,20,4,0,0,12.2,94.69,246.87,3.07,99.54,0
2021-01-20 05:00:00+00:00,2021,1,20,5,26.05,10.88,12.51,91.44,248.76,2.57,99.57,0
2021-01-20 06:00:00+00:00,2021,1,20,6,106.09,47.67,13.43,85.69,266.98,1.7,99.6,0
2021-01-20 07:00:00+00:00,2021,1,20,7,214.1,98.3,15.03,77.06,302.19,1.58,99.62,0
2021-01-20 08:00:00+00:00,2021,1,20,8,309.96,146.1,16.7,68.88,326.43,2.09,99.64,0
2021-01-20 09:00:00+00:00,2021,1,20,9,475.38,216.38,17.52,65,334.41,2.64,99.68,0
2021-01-20 10:00:00+00:00,2021,1,20,10,432.77,209.52,17.56,65.12,341.41,3.15,99.74,0
2021-01-20 11:00:00+00:00,2021,1,20,11,514.58,249.17,17.01,67.75,345.81,3.45,99.78,0
2021-01-20 12:00:00+00:00,2021,1,20,12,590.64,282.23,16.6,69.06,349.43,3.35,99.78,0
2021-01-20 13:00:00+00:00,2021,1,20,13,588.87,277.1,16.15,70.62,351.59,3.19,99.78,0
2021-01-20 14:00:00+00:00,2021,1,20,14,503.98,236.3,15.61,72.62,349.46,2.91,99.8,0
2021-01-20 15:00:00+00:00,2021,1,20,15,402.45,186.08,14.97,75.31,343.52,2.56,99.84,0
2021-01-20 16:00:00+00:00,2021,1,20,16,273.62,124.42,14.51,76.94,332.91,2.41,99.86,0
2021-01-20 17:00:00+00:00,2021,1,20,17,138.45,61.15,14.05,79.19,322.82,2.22,99.89,0
2021-01-20 18:00:00+00:00,2021,1,20,18,34.87,14.65,13.39,82.94,317.7,1.95,99.9,0
2021-01-20 19:00:00+00:00,2021,1,20,19,0,0,12.78,86.81,309.95,2.02,99.91,0
2021-01-20 20:00:00+00:00,2021,1,20,20,0,0,12.46,89.25,295.48,2.45,99.95,0
2021-01-20 21:00:00+00:00,2021,1,20,21,0,0,12.41,90.44,279.59,2.55,99.95,0
2021-01-20 22:00:00+00:00,2021,1,20,22,0,0,12.55,90.62,258.72,1.95,99.9,0
2021-01-20 23:00:00+00:00,2021,1,20,23,0,0,12.62,90.69,240.81,1.58,99.81,0
2021-01-21 00:00:00+00:00,2021,1,21,0,0,0,12.38,91.88,256.05,1.96,99.72,0
2021-01-21 01:00:00+00:00,2021,1,21,1,0,0,12.01,93.31,262.19,2.82,99.67,0
2021-01-21 02:00:00+00:00,2021,1,21,2,0,0,11.89,92.94,250.7,3.18,99.64,0
2021-01-21 03:00:00+00:00,2021,1,21,3,0,0,11.91,92.25,239.24,3.26,99.63,0
2021-01-21 04:00:00+00:00,2021,1,21,4,0,0,11.9,92.31,236.28,3.29,99.62,0
2021-01-21 05:00:00+00:00,2021,1,21,5,38.83,15.48,12.29,90.38,240.44,3.32,99.64,0
2021-01-21 06:00:00+00:00,2021,1,21,6,119.95,54.05,13.37,84.56,251.67,3.19,99.66,0
2021-01-21 07:00:00+00:00,2021,1,21,7,248.17,113.45,15.3,74.69,264.44,3.32,99.66,0
2021-01-21 08:00:00+00:00,2021,1,21,8,376.39,175.1,17.8,63.25,273.04,3.56,99.65,0
2021-01-21 09:00:00+00:00,2021,1,21,9,510.73,238.25,19.65,55.81,283.27,3.72,99.66,0
2021-01-21 10:00:00+00:00,2021,1,21,10,689.73,321.08,20.19,53.81,300.4,4.15,99.68,0
2021-01-21 11:00:00+00:00,2021,1,21,11,628.19,297.8,19.58,55.94,309.38,4.71,99.72,0
2021-01-21 12:00:00+00:00,2021,1,21,12,603.05,286.88,18.81,59.12,310.9,4.89,99.75,0
2021-01-21 13:00:00+00:00,2021,1,21,13,643.02,300.27,18.21,62.12,309.86,4.88,99.77,0
2021-01-21 14:00:00+00:00,2021,1,21,14,541.13,251.95,17.73,64.69,306.67,4.64,99.8,0
2021-01-21 15:00:00+00:00,2021,1,21,15,400.41,185.73,17.16,67.44,304.64,4.19,99.82,0
2021-01-21 16:00:00+00:00,2021,1,21,16,253.2,115.85,16.52,70.38,297.96,3.81,99.81,0
2021-01-21 17:00:00+00:00,2021,1,21,17,140.27,62.35,15.58,75.12,297.35,3.43,99.82,0
2021-01-21 18:00:00+00:00,2021,1,21,18,35.77,15.08,14.23,82.75,297.76,3.06,99.85,0
2021-01-21 19:00:00+00:00,2021,1,21,19,0,0,13.11,89.31,294.85,2.83,99.87,0
2021-01-21 20:00:00+00:00,2021,1,21,20,0,0,12.65,91.69,286.46,2.42,99.9,0
2021-01-21 21:00:00+00:00,2021,1,21,21,0,0,12.44,92.62,271.28,1.71,99.88,0
2021-01-21 22:00:00+00:00,2021,1,21,22,0,0,12.44,92.38,248.14,1.46,99.84,0
2021-01-21 23:00:00+00:00,2021,1,21,23,0,0,12.29,93.06,241.7,1.81,99.76,0
2021-01-22 00:00:00+00:00,2021,1,22,0,0,0,12.15,93.69,241.18,2.09,99.67,0
2021-01-22 01:00:00+00:00,2021,1,22,1,0,0,12.01,94.31,242.49,2.46,99.59,0
2021-01-22 02:00:00+00:00,2021,1,22,2,0,0,11.93,94.5,244.15,2.97,99.52,0
2021-01-22 03:00:00+00:00,2021,1,22,3,0,0,11.89,94.62,243.58,3.33,99.5,0
2021-01-22 04:00:00+00:00,2021,1,22,4,0,0,11.8,95.25,242.95,3.31,99.5,0
2021-01-22 05:00:00+00:00,2021,1,22,5,36.75,14.65,12.21,92.62,244.1,3.24,99.5,0
